Geography,FIPS,Estimate (Total consumer expenditures per household ),MoE (Total consumer expenditures per household )
"Census Tract 506.21, Georgia",13135050621,138073.48,
"Census Tract 506.22, Georgia",13135050622,62135.8,
"Census Tract 506.23, Georgia",13135050623,88252.28,
"Census Tract 506.24, Georgia",13135050624,89733.94,
"Census Tract 506.25, Georgia",13135050625,123784.27,
"Census Tract 506.26, Georgia",13135050626,108360.79,
"Census Tract 506.27, Georgia",13135050627,91978.82,
"Census Tract 506.28, Georgia",13135050628,112025.21,
"Census Tract 506.29, Georgia",13135050629,129770.93,
"Census Tract 506.30, Georgia",13135050630,127371.36,
"Census Tract 506.31, Georgia",13135050631,127591.12,
"Census Tract 506.32, Georgia",13135050632,121276.59,
"Census Tract 506.33, Georgia",13135050633,101941.51,
"Census Tract 506.34, Georgia",13135050634,107337.29,
"Census Tract 506.35, Georgia",13135050635,98911.29,
"Census Tract 506.36, Georgia",13135050636,106995.77,
"Census Tract 507.15, Georgia",13135050715,88874.77,
"Census Tract 507.19, Georgia",13135050719,65906.88,
"Census Tract 507.22, Georgia",13135050722,79556.97,
"Census Tract 507.25, Georgia",13135050725,77314.87,
"Census Tract 507.29, Georgia",13135050729,65414.26,
"Census Tract 507.32, Georgia",13135050732,87071.37,
"Census Tract 507.33, Georgia",13135050733,75354.84,
"Census Tract 507.34, Georgia",13135050734,80228.18,
"Census Tract 507.35, Georgia",13135050735,66775.37,
"Census Tract 507.36, Georgia",13135050736,76597.01,
"Census Tract 507.37, Georgia",13135050737,109173.04,
"Census Tract 507.38, Georgia",13135050738,99335.3,
"Census Tract 507.39, Georgia",13135050739,84657.58,
"Census Tract 507.40, Georgia",13135050740,82359.59,
"Census Tract 507.41, Georgia",13135050741,141385.03,
"Census Tract 507.42, Georgia",13135050742,109077.53,
"Census Tract 507.43, Georgia",13135050743,99359.25,
"Census Tract 507.44, Georgia",13135050744,91607.78,
"Census Tract 507.45, Georgia",13135050745,115738.67,
"Census Tract 507.46, Georgia",13135050746,96073.05,
"Census Tract 507.47, Georgia",13135050747,87220.89,
"Census Tract 507.48, Georgia",13135050748,73100.09,
"Census Tract 507.49, Georgia",13135050749,82714.01,
"Census Tract 507.50, Georgia",13135050750,108066.71,
"Census Tract 507.51, Georgia",13135050751,64974.02,
"Census Tract 507.52, Georgia",13135050752,89347.66,
"Census Tract 507.53, Georgia",13135050753,76218.56,
"Census Tract 507.54, Georgia",13135050754,83946.65,
"Census Tract 507.55, Georgia",13135050755,109833.15,
"Census Tract 507.56, Georgia",13135050756,142394.73,
"Census Tract 507.57, Georgia",13135050757,117505.58,
"Census Tract 507.58, Georgia",13135050758,74559.26,
"Census Tract 507.59, Georgia",13135050759,138169.52,
"Census Tract 507.60, Georgia",13135050760,140243.77,
"Census Tract 507.61, Georgia",13135050761,119041.93,
"Census Tract 507.62, Georgia",13135050762,118128.45,
"Census Tract 507.63, Georgia",13135050763,90145.96,
"Census Tract 507.64, Georgia",13135050764,94775.33,
"Census Tract 507.65, Georgia",13135050765,123578.34,
"Census Tract 52, Georgia",13121005200,149545.24,
"Census Tract 53, Georgia",13121005300,142970.65,
"Census Tract 55.01, Georgia",13121005501,72978.51,
"Census Tract 55.03, Georgia",13121005503,38026.7,
"Census Tract 55.04, Georgia",13121005504,59339.23,
"Census Tract 57, Georgia",13121005700,49484.47,
"Census Tract 58, Georgia",13121005800,74016.04,
"Census Tract 6, Georgia",13059000600,60031.45,
"Census Tract 6.01, Georgia",13121000601,100992.29,
"Census Tract 6.02, Georgia",13121000602,79043.06,
"Census Tract 60, Georgia",13121006000,67600.15,
"Census Tract 601.01, Georgia",13247060101,86376.7,
"Census Tract 601.03, Georgia",13247060103,129195.38,
"Census Tract 601.04, Georgia",13247060104,109508.13,
"Census Tract 602.01, Georgia",13247060201,92599.93,
"Census Tract 602.03, Georgia",13247060203,72082.7,
"Census Tract 602.04, Georgia",13247060204,91235.8,
"Census Tract 603.05, Georgia",13247060305,74384.88,
"Census Tract 603.06, Georgia",13247060306,93655.25,
"Census Tract 603.10, Georgia",13247060310,54360.7,
"Census Tract 603.11, Georgia",13247060311,85108.09,
"Census Tract 603.12, Georgia",13247060312,128725.11,
"Census Tract 603.13, Georgia",13247060313,108380.95,
"Census Tract 603.14, Georgia",13247060314,62078.98,
"Census Tract 603.15, Georgia",13247060315,75682.58,
"Census Tract 603.16, Georgia",13247060316,65047.08,
"Census Tract 603.17, Georgia",13247060317,70023.51,
"Census Tract 603.18, Georgia",13247060318,60273.27,
"Census Tract 604.03, Georgia",13247060403,103935.82,
"Census Tract 604.06, Georgia",13247060406,119520.25,
"Census Tract 604.07, Georgia",13247060407,88033.68,
"Census Tract 604.08, Georgia",13247060408,122235.75,
"Census Tract 604.09, Georgia",13247060409,89123.86,
"Census Tract 604.10, Georgia",13247060410,74080.14,
"Census Tract 604.11, Georgia",13247060411,85516.66,
"Census Tract 61, Georgia",13121006100,44561.13,
"Census Tract 62, Georgia",13121006200,79344.2,
"Census Tract 63, Georgia",13121006300,52582.1,
"Census Tract 64, Georgia",13121006400,85740.51,
"Census Tract 65, Georgia",13121006500,79784.17,
"Census Tract 66.01, Georgia",13121006601,66543.33,
"Census Tract 66.02, Georgia",13121006602,36031.9,
"Census Tract 67.01, Georgia",13121006701,42024.9,
"Census Tract 67.02, Georgia",13121006702,57062.13,
"Census Tract 68.01, Georgia",13121006801,0,
"Census Tract 68.02, Georgia",13121006802,24558.89,
"Census Tract 69, Georgia",13121006900,92596.79,
"Census Tract 7, Georgia",13121000700,121938.4,
"Census Tract 70.01, Georgia",13121007001,40938.73,
"Census Tract 70.02, Georgia",13121007002,60161.37,
"Census Tract 701.09, Georgia",13151070109,80646.24,
"Census Tract 701.13, Georgia",13151070113,50252.95,
"Census Tract 701.14, Georgia",13151070114,60858.16,
"Census Tract 701.15, Georgia",13151070115,70465.73,
"Census Tract 701.16, Georgia",13151070116,78525.54,
"Census Tract 701.17, Georgia",13151070117,80543.98,
"Census Tract 701.18, Georgia",13151070118,77771.48,
"Census Tract 701.19, Georgia",13151070119,55943.39,
"Census Tract 701.20, Georgia",13151070120,68903.56,
"Census Tract 701.21, Georgia",13151070121,92991.86,
"Census Tract 701.22, Georgia",13151070122,81419.06,
"Census Tract 701.23, Georgia",13151070123,51191.72,
"Census Tract 701.24, Georgia",13151070124,100472.88,
"Census Tract 701.25, Georgia",13151070125,67417.22,
"Census Tract 701.26, Georgia",13151070126,70355.08,
"Census Tract 701.27, Georgia",13151070127,66236.38,
"Census Tract 701.28, Georgia",13151070128,74343.38,
"Census Tract 702.04, Georgia",13151070204,93595.54,
"Census Tract 702.06, Georgia",13151070206,109751.17,
"Census Tract 702.07, Georgia",13151070207,122939.06,
"Census Tract 702.08, Georgia",13151070208,111159.3,
"Census Tract 702.09, Georgia",13151070209,110756.83,
"Census Tract 702.10, Georgia",13151070210,121429.57,
"Census Tract 702.11, Georgia",13151070211,84186.36,
"Census Tract 702.12, Georgia",13151070212,72652.41,
"Census Tract 702.13, Georgia",13151070213,123817.24,
"Census Tract 702.14, Georgia",13151070214,123255.17,
"Census Tract 702.15, Georgia",13151070215,105328.67,
"Census Tract 702.16, Georgia",13151070216,131976.52,
"Census Tract 703.07, Georgia",13151070307,90018.72,
"Census Tract 703.10, Georgia",13151070310,90783.32,
"Census Tract 703.12, Georgia",13151070312,70258.3,
"Census Tract 703.13, Georgia",13151070313,98819.16,
"Census Tract 703.14, Georgia",13151070314,85980.91,
"Census Tract 703.15, Georgia",13151070315,122049.89,
"Census Tract 703.16, Georgia",13151070316,80171.18,
"Census Tract 703.17, Georgia",13151070317,67877.17,
"Census Tract 703.18, Georgia",13151070318,76820,
"Census Tract 703.19, Georgia",13151070319,88125.81,
"Census Tract 703.20, Georgia",13151070320,74713.72,
"Census Tract 703.21, Georgia",13151070321,94807.65,
"Census Tract 703.22, Georgia",13151070322,61784.44,
"Census Tract 703.23, Georgia",13151070323,43785.07,
"Census Tract 703.24, Georgia",13151070324,48434.46,
"Census Tract 703.25, Georgia",13151070325,44721.38,
"Census Tract 704.05, Georgia",13151070405,59106.73,
"Census Tract 704.06, Georgia",13151070406,75611.7,
"Census Tract 704.07, Georgia",13151070407,85736.92,
"Census Tract 704.08, Georgia",13151070408,65538.82,
"Census Tract 704.09, Georgia",13151070409,93618.38,
"Census Tract 704.10, Georgia",13151070410,76830.27,
"Census Tract 704.11, Georgia",13151070411,76287.33,
"Census Tract 704.12, Georgia",13151070412,79932.88,
"Census Tract 705.03, Georgia",13151070503,68782.64,
"Census Tract 705.04, Georgia",13151070504,62825.39,
"Census Tract 705.05, Georgia",13151070505,68682.38,
"Census Tract 705.06, Georgia",13151070506,85314.26,
"Census Tract 705.07, Georgia",13151070507,79521.78,
"Census Tract 705.08, Georgia",13151070508,115935.26,
"Census Tract 71, Georgia",13121007100,40721.25,
"Census Tract 72, Georgia",13121007200,60576.78,
"Census Tract 73.01, Georgia",13121007301,44315.03,
"Census Tract 73.02, Georgia",13121007302,41262.07,
"Census Tract 74, Georgia",13121007400,36906.53,
"Census Tract 75, Georgia",13121007500,51926.71,
"Census Tract 76.02, Georgia",13121007602,61568.78,
"Census Tract 76.03, Georgia",13121007603,25866.3,
"Census Tract 76.04, Georgia",13121007604,35721.7,
"Census Tract 77.03, Georgia",13121007703,66207.18,
"Census Tract 77.05, Georgia",13121007705,48876.95,
"Census Tract 77.07, Georgia",13121007707,85088.97,
"Census Tract 77.08, Georgia",13121007708,94534.5,
"Census Tract 77.09, Georgia",13121007709,88919.45,
"Census Tract 77.10, Georgia",13121007710,54651.95,
"Census Tract 77.11, Georgia",13121007711,52739.94,
"Census Tract 78.05, Georgia",13121007805,54436.76,
"Census Tract 78.06, Georgia",13121007806,60613.81,
"Census Tract 78.07, Georgia",13121007807,48388.41,
"Census Tract 78.08, Georgia",13121007808,24267.52,
"Census Tract 78.09, Georgia",13121007809,83264.33,
"Census Tract 78.10, Georgia",13121007810,68292.67,
"Census Tract 79, Georgia",13121007900,89587.77,
"Census Tract 80, Georgia",13121008000,78320.99,
"Census Tract 801.04, Georgia",13097080104,60651.76,
"Census Tract 801.05, Georgia",13097080105,99696.95,
"Census Tract 801.06, Georgia",13097080106,61116.18,
"Census Tract 801.07, Georgia",13097080107,51039.13,
"Census Tract 802.01, Georgia",13097080201,79490.62,
"Census Tract 802.03, Georgia",13097080203,72203.2,
"Census Tract 802.04, Georgia",13097080204,53781.1,
"Census Tract 803.03, Georgia",13097080303,47792.77,
"Census Tract 803.04, Georgia",13097080304,54843.33,
"Census Tract 803.05, Georgia",13097080305,60652.76,
"Census Tract 803.06, Georgia",13097080306,55626.93,
"Census Tract 803.07, Georgia",13097080307,72660.77,
"Census Tract 804.03, Georgia",13097080403,116807.93,
"Census Tract 804.05, Georgia",13097080405,125708.39,
"Census Tract 804.06, Georgia",13097080406,97311.81,
"Census Tract 804.07, Georgia",13097080407,96165.45,
"Census Tract 804.08, Georgia",13097080408,69818.47,
"Census Tract 805.05, Georgia",13097080505,66822.12,
"Census Tract 805.06, Georgia",13097080506,86152.74,
"Census Tract 805.07, Georgia",13097080507,112647.39,
"Census Tract 805.08, Georgia",13097080508,77692.68,
"Census Tract 805.09, Georgia",13097080509,107928.48,
"Census Tract 805.12, Georgia",13097080512,88596.64,
"Census Tract 805.13, Georgia",13097080513,79693.63,
"Census Tract 805.14, Georgia",13097080514,133399.44,
"Census Tract 805.15, Georgia",13097080515,96668.47,
"Census Tract 806.02, Georgia",13097080602,114617.69,
"Census Tract 806.05, Georgia",13097080605,83546.41,
"Census Tract 806.06, Georgia",13097080606,95608.85,
"Census Tract 806.07, Georgia",13097080607,121695.75,
"Census Tract 806.08, Georgia",13097080608,82510.51,
"Census Tract 81.03, Georgia",13121008103,44552,
"Census Tract 81.04, Georgia",13121008104,59864.06,
"Census Tract 82.02, Georgia",13121008202,40906.13,
"Census Tract 82.03, Georgia",13121008203,68379.83,
"Census Tract 82.04, Georgia",13121008204,50564.46,
"Census Tract 83.01, Georgia",13121008301,39165.17,
"Census Tract 83.02, Georgia",13121008302,40893.07,
"Census Tract 84, Georgia",13121008400,45825.2,
"Census Tract 85, Georgia",13121008500,47068.79,
"Census Tract 86.01, Georgia",13121008601,32812.19,
"Census Tract 86.02, Georgia",13121008602,52059.33,
"Census Tract 87.01, Georgia",13121008701,42272.62,
"Census Tract 87.02, Georgia",13121008702,104323.02,
"Census Tract 88.01, Georgia",13121008801,122997.51,
"Census Tract 88.02, Georgia",13121008802,172160.56,
"Census Tract 89.03, Georgia",13121008903,99424.45,
"Census Tract 89.05, Georgia",13121008905,120901.14,
"Census Tract 89.06, Georgia",13121008906,163516.32,
"Census Tract 89.07, Georgia",13121008907,105797.98,
"Census Tract 89.08, Georgia",13121008908,113549.72,
"Census Tract 89.09, Georgia",13121008909,137607.35,
"Census Tract 9, Georgia",13059000900,32721.15,
"Census Tract 90.01, Georgia",13121009001,99060.38,
"Census Tract 90.02, Georgia",13121009002,282269.08,
"Census Tract 903.01, Georgia",13057090301,133847.14,
"Census Tract 903.02, Georgia",13057090302,114977.46,
"Census Tract 905.03, Georgia",13057090503,155081.41,
"Census Tract 905.04, Georgia",13057090504,152043.19,
"Census Tract 905.05, Georgia",13057090505,138327.5,
"Census Tract 906.03, Georgia",13057090603,126408.15,
"Census Tract 906.06, Georgia",13057090606,102467.1,
"Census Tract 907.03, Georgia",13057090703,58083.36,
"Census Tract 907.04, Georgia",13057090704,84539.47,
"Census Tract 907.05, Georgia",13057090705,130974.52,
"Census Tract 907.06, Georgia",13057090706,149326.74,
"Census Tract 907.07, Georgia",13057090707,105139.39,
"Census Tract 907.08, Georgia",13057090708,95108.42,
"Census Tract 907.09, Georgia",13057090709,100115.72,
"Census Tract 907.10, Georgia",13057090710,116127.47,
"Census Tract 908.05, Georgia",13057090805,107064.4,
"Census Tract 908.06, Georgia",13057090806,119690.05,
"Census Tract 908.07, Georgia",13057090807,123671.77,
"Census Tract 908.08, Georgia",13057090808,125758.29,
"Census Tract 908.09, Georgia",13057090809,122222.35,
"Census Tract 908.10, Georgia",13057090810,144612.91,
"Census Tract 909.05, Georgia",13057090905,97055.22,
"Census Tract 909.06, Georgia",13057090906,131423.74,
"Census Tract 909.07, Georgia",13057090907,117420.78,
"Census Tract 909.08, Georgia",13057090908,109194.65,
"Census Tract 909.09, Georgia",13057090909,96339.69,
"Census Tract 909.10, Georgia",13057090910,132579.73,
"Census Tract 909.11, Georgia",13057090911,128052.82,
"Census Tract 909.12, Georgia",13057090912,122211.69,
"Census Tract 91.03, Georgia",13121009103,128042.49,
"Census Tract 91.04, Georgia",13121009104,98786.85,
"Census Tract 91.05, Georgia",13121009105,238093.52,
"Census Tract 91.06, Georgia",13121009106,99630.31,
"Census Tract 910.01, Georgia",13057091001,83561.84,
"Census Tract 910.06, Georgia",13057091006,136272.88,
"Census Tract 910.07, Georgia",13057091007,128271.4,
"Census Tract 910.09, Georgia",13057091009,104899.44,
"Census Tract 910.10, Georgia",13057091010,153885.83,
"Census Tract 910.11, Georgia",13057091011,81947.88,
"Census Tract 910.12, Georgia",13057091012,85261.95,
"Census Tract 910.13, Georgia",13057091013,80523.52,
"Census Tract 910.14, Georgia",13057091014,71786.57,
"Census Tract 9101.01, Georgia",13045910101,74813.07,
"Census Tract 9101.03, Georgia",13045910103,79374.31,
"Census Tract 9101.05, Georgia",13045910105,77622.96,
"Census Tract 9101.06, Georgia",13045910106,60214.58,
"Census Tract 9102.01, Georgia",13045910201,73022.96,
"Census Tract 9102.02, Georgia",13045910202,80334.83,
"Census Tract 9102.03, Georgia",13045910203,72457.05,
"Census Tract 9103.01, Georgia",13045910301,56535.76,
"Census Tract 9103.02, Georgia",13045910302,64490.27,
"Census Tract 9104, Georgia",13045910400,73522.78,
"Census Tract 9105.02, Georgia",13045910502,27312.08,
"Census Tract 9105.03, Georgia",13045910503,48622.87,
"Census Tract 9105.04, Georgia",13045910504,78893.04,
"Census Tract 9106, Georgia",13045910600,74067.17,
"Census Tract 9107.04, Georgia",13045910704,116527.52,
"Census Tract 9107.05, Georgia",13045910705,49979.85,
"Census Tract 9107.06, Georgia",13045910706,109601.1,
"Census Tract 9107.07, Georgia",13045910707,71528.3,
"Census Tract 9107.08, Georgia",13045910708,56805.26,
"Census Tract 9107.09, Georgia",13045910709,74524.87,
"Census Tract 9108, Georgia",13045910800,60684.72,
"Census Tract 9109, Georgia",13045910900,75863.13,
"Census Tract 911.01, Georgia",13057091101,115740.07,
"Census Tract 911.04, Georgia",13057091104,108066.65,
"Census Tract 911.05, Georgia",13057091105,93524.9,
"Census Tract 911.06, Georgia",13057091106,108507.58,
"Census Tract 911.07, Georgia",13057091107,66962.65,
"Census Tract 911.08, Georgia",13057091108,101341.88,
"Census Tract 9110.01, Georgia",13045911001,96282.06,
"Census Tract 9110.02, Georgia",13045911002,68192.01,
"Census Tract 9111.01, Georgia",13045911101,80897.53,
"Census Tract 9111.02, Georgia",13045911102,91092.88,
"Census Tract 9112.01, Georgia",13045911201,59132.02,
"Census Tract 9112.02, Georgia",13045911202,60581.24,
"Census Tract 92.01, Georgia",13121009201,79005.2,
"Census Tract 92.02, Georgia",13121009202,118863.33,
"Census Tract 92.03, Georgia",13121009203,106502.2,
"Census Tract 93.01, Georgia",13121009301,184088.55,
"Census Tract 93.02, Georgia",13121009302,150028.84,
"Census Tract 94.05, Georgia",13121009405,96217.62,
"Census Tract 94.06, Georgia",13121009406,98209.79,
"Census Tract 94.07, Georgia",13121009407,74895.13,
"Census Tract 94.08, Georgia",13121009408,64460.71,
"Census Tract 94.09, Georgia",13121009409,87234.74,
"Census Tract 94.10, Georgia",13121009410,131355.33,
"Census Tract 94.11, Georgia",13121009411,125121.34,
"Census Tract 95.01, Georgia",13121009501,229256.94,
"Census Tract 95.03, Georgia",13121009503,87748.8,
"Census Tract 95.04, Georgia",13121009504,145864.66,
"Census Tract 9501, Georgia",13133950100,69078.66,
"Census Tract 9503.01, Georgia",13133950301,197320.74,
"Census Tract 9503.02, Georgia",13133950302,130320.35,
"Census Tract 9503.04, Georgia",13133950304,57302.82,
"Census Tract 9503.05, Georgia",13133950305,48372.4,
"Census Tract 9505, Georgia",13133950500,106671.17,
"Census Tract 9561.01, Alabama",01019956101,46027.51,
"Census Tract 9595, Alabama",01029959500,64987.27,
"Census Tract 9596, Alabama",01029959600,59602.57,
"Census Tract 9597, Alabama",01029959700,60578.71,
"Census Tract 9598, Alabama",01029959800,61718.91,
"Census Tract 96.01, Georgia",13121009601,140381.24,
"Census Tract 96.04, Georgia",13121009604,131690.89,
"Census Tract 96.05, Georgia",13121009605,113593.62,
"Census Tract 96.06, Georgia",13121009606,242349.86,
"Census Tract 96.07, Georgia",13121009607,150021.86,
"Census Tract 9601.01, Georgia",13237960101,71330.24,
"Census Tract 9601.03, Georgia",13237960103,103650.01,
"Census Tract 9601.04, Georgia",13237960104,130379.4,
"Census Tract 9602.01, Georgia",13237960201,65653.67,
"Census Tract 9602.03, Georgia",13237960203,77891.42,
"Census Tract 9602.03, Georgia",13221960203,51391.35,
"Census Tract 9602.04, Georgia",13237960204,46813.1,
"Census Tract 9602.04, Georgia",13221960204,69807.01,
"Census Tract 9602.05, Georgia",13221960205,79143.93,
"Census Tract 9603, Georgia",13221960300,73140.66,
"Census Tract 9603.01, Georgia",13237960301,84603.5,
"Census Tract 9603.02, Georgia",13015960302,78767.23,
"Census Tract 9604.03, Georgia",13015960403,77501.9,
"Census Tract 9604.05, Georgia",13015960405,76455.96,
"Census Tract 9605.01, Georgia",13015960501,76420.15,
"Census Tract 9605.02, Georgia",13015960502,82530.83,
"Census Tract 9606.01, Georgia",13015960601,85849.56,
"Census Tract 9606.02, Georgia",13015960602,90792.77,
"Census Tract 9607.01, Georgia",13015960701,54889.66,
"Census Tract 9607.02, Georgia",13015960702,86695.87,
"Census Tract 9608.01, Georgia",13015960801,74236.35,
"Census Tract 9608.02, Georgia",13015960802,54467.47,
"Census Tract 9608.04, Georgia",13015960804,105891.34,
"Census Tract 9608.05, Georgia",13015960805,80411.91,
"Census Tract 9609.01, Georgia",13015960901,83504.9,
"Census Tract 9609.02, Georgia",13015960902,87600.71,
"Census Tract 9610.01, Georgia",13015961001,96737.16,
"Census Tract 9610.02, Georgia",13015961002,84965.27,
"Census Tract 97, Georgia",13121009700,249350.77,
"Census Tract 9701, Georgia",13149970100,58498.03,
"Census Tract 9702, Georgia",13149970200,76095.28,
"Census Tract 9703, Georgia",13149970300,61860.15,
"Census Tract 9704, Georgia",13011970400,66930.94,
"Census Tract 98.02, Georgia",13121009802,227877.49,
"Census Tract 98.03, Georgia",13121009803,160024.2,
"Census Tract 98.04, Georgia",13121009804,267390.43,
"Census Tract 9800, Georgia",13121980000,0,
"Census Tract 9800, Georgia",13063980000,0,
"Census Tract 9800, Georgia",13089980000,0,
"Census Tract 99, Georgia",13121009900,228918.13,